eps_mode,variant,backtest_engine,initial_capital,stop_loss_pct,input_picks,requested_symbols,loaded_symbols,final_value,total_return_pct,max_drawdown_pct,trade_events,stop_events,rebalance_events,start_date,end_date
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_prox_top2,backtrader,10000.0,8.0,75,73,46,13705.205999999998,37.05205999999998,-16.842362408899646,102,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_prox_top3,backtrader,10000.0,8.0,101,98,62,15309.675599999999,53.09675599999999,-16.901371762076632,115,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_def_top1,backtrader,10000.0,8.0,40,40,24,11573.1084,15.731083999999985,-11.80094800817405,60,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_def_top2,backtrader,10000.0,8.0,76,75,46,13488.333999999999,34.88334,-18.221319021642834,104,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_def_top3,backtrader,10000.0,8.0,105,102,65,14418.450400000003,44.184504000000025,-16.901371762076632,109,6,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_prox_top1,backtrader,10000.0,8.0,40,39,23,12182.4316,21.82431599999999,-19.358220209093613,67,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_prox_top2,backtrader,10000.0,8.0,76,75,46,13112.249600000003,31.122496000000034,-18.221319021642834,102,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_prox_top3,backtrader,10000.0,8.0,105,101,64,14899.691599999995,48.996915999999956,-16.992765770444652,111,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_def_top1,backtrader,10000.0,8.0,40,40,24,11573.1084,15.731083999999985,-11.80094800817405,60,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_def_top2,backtrader,10000.0,8.0,75,74,47,14370.963199999998,43.70963199999998,-16.842362408899646,104,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_def_top3,backtrader,10000.0,8.0,101,98,61,15470.502799999998,54.70502799999999,-16.901371762076632,116,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_prox_top1,backtrader,10000.0,8.0,40,39,23,12182.4316,21.82431599999999,-19.358220209093613,67,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_prox_top2,backtrader,10000.0,8.0,75,73,46,13705.205999999998,37.05205999999998,-16.842362408899646,102,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_prox_top3,backtrader,10000.0,8.0,101,98,62,15309.675599999999,53.09675599999999,-16.901371762076632,115,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_def_top1,backtrader,10000.0,8.0,40,40,24,11573.1084,15.731083999999985,-11.80094800817405,60,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_def_top2,backtrader,10000.0,8.0,76,75,46,13488.333999999999,34.88334,-18.221319021642834,104,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_def_top3,backtrader,10000.0,8.0,105,102,65,14418.450400000003,44.184504000000025,-16.901371762076632,109,6,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_prox_top1,backtrader,10000.0,8.0,40,39,23,12182.4316,21.82431599999999,-19.358220209093613,67,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_prox_top2,backtrader,10000.0,8.0,76,75,46,13112.249600000003,31.122496000000034,-18.221319021642834,102,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_prox_top3,backtrader,10000.0,8.0,105,101,64,14899.691599999995,48.996915999999956,-16.992765770444652,111,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_def_top1,backtrader,10000.0,8.0,40,40,24,11573.1084,15.731083999999985,-11.80094800817405,60,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_def_top2,backtrader,10000.0,8.0,75,74,47,14370.963199999998,43.70963199999998,-16.842362408899646,104,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_def_top3,backtrader,10000.0,8.0,101,98,61,15470.502799999998,54.70502799999999,-16.901371762076632,116,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_prox_top1,backtrader,10000.0,8.0,40,39,23,12182.4316,21.82431599999999,-19.358220209093613,67,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_prox_top2,backtrader,10000.0,8.0,75,73,46,13705.205999999998,37.05205999999998,-16.842362408899646,102,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_prox_top3,backtrader,10000.0,8.0,101,98,62,15309.675599999999,53.09675599999999,-16.901371762076632,115,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_noind_def_top1,backtrader,10000.0,8.0,40,40,24,11573.1084,15.731083999999985,-11.80094800817405,60,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_noind_def_top2,backtrader,10000.0,8.0,76,75,46,13488.333999999999,34.88334,-18.221319021642834,104,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_noind_def_top3,backtrader,10000.0,8.0,105,102,65,14418.450400000003,44.184504000000025,-16.901371762076632,109,6,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_noind_prox_top1,backtrader,10000.0,8.0,40,39,23,12182.4316,21.82431599999999,-19.358220209093613,67,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_noind_prox_top2,backtrader,10000.0,8.0,76,75,46,13112.249600000003,31.122496000000034,-18.221319021642834,102,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_noind_prox_top3,backtrader,10000.0,8.0,105,101,64,14899.691599999995,48.996915999999956,-16.992765770444652,111,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_ind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_ind_def_top2,backtrader,10000.0,8.0,81,80,50,14134.686399999999,41.34686399999998,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_ind_def_top3,backtrader,10000.0,8.0,115,108,67,12563.880000000001,25.638800000000007,-17.046907256328435,123,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_ind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_ind_prox_top2,backtrader,10000.0,8.0,81,79,49,14430.761999999999,44.30761999999999,-16.9863253421218,105,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_ind_prox_top3,backtrader,10000.0,8.0,115,108,68,12170.104800000003,21.701048000000036,-17.046907256328435,125,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_noind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_noind_def_top2,backtrader,10000.0,8.0,82,81,49,14016.736399999996,40.167363999999964,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_noind_def_top3,backtrader,10000.0,8.0,119,113,70,11936.453600000004,19.364536000000054,-16.833316870453608,118,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_noind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_noind_prox_top2,backtrader,10000.0,8.0,82,80,49,13511.432,35.114320000000006,-16.9863253421218,100,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomallow_noind_prox_top3,backtrader,10000.0,8.0,119,111,69,12517.6724,25.176723999999993,-17.019534813792248,121,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_ind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_ind_def_top2,backtrader,10000.0,8.0,81,80,50,14134.686399999999,41.34686399999998,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_ind_def_top3,backtrader,10000.0,8.0,115,108,67,12563.880000000001,25.638800000000007,-17.046907256328435,123,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_ind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_ind_prox_top2,backtrader,10000.0,8.0,81,79,49,14430.761999999999,44.30761999999999,-16.9863253421218,105,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_ind_prox_top3,backtrader,10000.0,8.0,115,108,68,12170.104800000003,21.701048000000036,-17.046907256328435,125,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_noind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_noind_def_top2,backtrader,10000.0,8.0,82,81,49,14016.736399999996,40.167363999999964,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_noind_def_top3,backtrader,10000.0,8.0,119,113,70,11936.453600000004,19.364536000000054,-16.833316870453608,118,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_noind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_noind_prox_top2,backtrader,10000.0,8.0,82,80,49,13511.432,35.114320000000006,-16.9863253421218,100,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomallow_noind_prox_top3,backtrader,10000.0,8.0,119,111,69,12517.6724,25.176723999999993,-17.019534813792248,121,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_ind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_ind_def_top2,backtrader,10000.0,8.0,81,80,50,14134.686399999999,41.34686399999998,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_ind_def_top3,backtrader,10000.0,8.0,115,108,67,12563.880000000001,25.638800000000007,-17.046907256328435,123,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_ind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_ind_prox_top2,backtrader,10000.0,8.0,81,79,49,14430.761999999999,44.30761999999999,-16.9863253421218,105,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_ind_prox_top3,backtrader,10000.0,8.0,115,108,68,12170.104800000003,21.701048000000036,-17.046907256328435,125,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_noind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_noind_def_top2,backtrader,10000.0,8.0,82,81,49,14016.736399999996,40.167363999999964,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_noind_def_top3,backtrader,10000.0,8.0,119,113,70,11936.453600000004,19.364536000000054,-16.833316870453608,118,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_noind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_noind_prox_top2,backtrader,10000.0,8.0,82,80,49,13511.432,35.114320000000006,-16.9863253421218,100,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomallow_noind_prox_top3,backtrader,10000.0,8.0,119,111,69,12517.6724,25.176723999999993,-17.019534813792248,121,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_ind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_ind_def_top2,backtrader,10000.0,8.0,81,80,50,14134.686399999999,41.34686399999998,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_ind_def_top3,backtrader,10000.0,8.0,115,108,67,12563.880000000001,25.638800000000007,-17.046907256328435,123,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_ind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_ind_prox_top2,backtrader,10000.0,8.0,81,79,49,14430.761999999999,44.30761999999999,-16.9863253421218,105,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_ind_prox_top3,backtrader,10000.0,8.0,115,108,68,12170.104800000003,21.701048000000036,-17.046907256328435,125,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_noind_def_top1,backtrader,10000.0,8.0,42,42,25,12066.9612,20.669611999999994,-11.741272230834,62,2,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_noind_def_top2,backtrader,10000.0,8.0,82,81,49,14016.736399999996,40.167363999999964,-16.9863253421218,102,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_noind_def_top3,backtrader,10000.0,8.0,119,113,70,11936.453600000004,19.364536000000054,-16.833316870453608,118,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_noind_prox_top1,backtrader,10000.0,8.0,42,41,24,11654.7308,16.547307999999994,-19.311158952656182,69,3,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_noind_prox_top2,backtrader,10000.0,8.0,82,80,49,13511.432,35.114320000000006,-16.9863253421218,100,5,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomallow_noind_prox_top3,backtrader,10000.0,8.0,119,111,69,12517.6724,25.176723999999993,-17.019534813792248,121,6,42,2025-10-10,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_ind_def_top1,backtrader,10000.0,8.0,40,40,25,13176.078399999999,31.760783999999976,-15.099970157355536,64,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_ind_def_top2,backtrader,10000.0,8.0,72,71,47,15139.530800000002,51.39530800000003,-17.012218169032657,95,4,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_ind_def_top3,backtrader,10000.0,8.0,96,93,59,14501.843599999997,45.01843599999997,-17.01299486456068,111,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_ind_prox_top1,backtrader,10000.0,8.0,40,39,24,12886.7652,28.86765199999999,-19.358220209093613,66,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_ind_prox_top2,backtrader,10000.0,8.0,72,70,46,14625.632800000003,46.25632800000004,-17.012218169032657,96,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_ind_prox_top3,backtrader,10000.0,8.0,96,93,60,13585.684399999995,35.85684399999995,-17.01299486456068,115,6,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_noind_def_top1,backtrader,10000.0,8.0,40,40,25,13176.078399999999,31.760783999999976,-15.099970157355536,64,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_noind_def_top2,backtrader,10000.0,8.0,72,71,46,13667.272800000006,36.672728000000056,-18.33242946650284,99,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_noind_def_top3,backtrader,10000.0,8.0,99,96,61,14708.061199999996,47.08061199999995,-17.01299486456068,109,6,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_noind_prox_top1,backtrader,10000.0,8.0,40,39,24,12886.7652,28.86765199999999,-19.358220209093613,66,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_noind_prox_top2,backtrader,10000.0,8.0,72,71,46,14508.085600000002,45.080856000000026,-18.33242946650284,99,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomclean_noind_prox_top3,backtrader,10000.0,8.0,99,95,62,14819.429999999997,48.194299999999956,-16.80077824250369,119,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_ind_def_top1,backtrader,10000.0,8.0,40,40,25,13176.078399999999,31.760783999999976,-15.099970157355536,64,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_ind_def_top2,backtrader,10000.0,8.0,72,71,47,15139.530800000002,51.39530800000003,-17.012218169032657,95,4,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_ind_def_top3,backtrader,10000.0,8.0,96,93,59,14501.843599999997,45.01843599999997,-17.01299486456068,111,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_ind_prox_top1,backtrader,10000.0,8.0,40,39,24,12886.7652,28.86765199999999,-19.358220209093613,66,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_ind_prox_top2,backtrader,10000.0,8.0,72,70,46,14625.632800000003,46.25632800000004,-17.012218169032657,96,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_ind_prox_top3,backtrader,10000.0,8.0,96,93,60,13585.684399999995,35.85684399999995,-17.01299486456068,115,6,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_noind_def_top1,backtrader,10000.0,8.0,40,40,25,13176.078399999999,31.760783999999976,-15.099970157355536,64,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_noind_def_top2,backtrader,10000.0,8.0,72,71,46,13667.272800000006,36.672728000000056,-18.33242946650284,99,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_noind_def_top3,backtrader,10000.0,8.0,99,96,61,14708.061199999996,47.08061199999995,-17.01299486456068,109,6,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_noind_prox_top1,backtrader,10000.0,8.0,40,39,24,12886.7652,28.86765199999999,-19.358220209093613,66,3,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_noind_prox_top2,backtrader,10000.0,8.0,72,71,46,14508.085600000002,45.080856000000026,-18.33242946650284,99,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomclean_noind_prox_top3,backtrader,10000.0,8.0,99,95,62,14819.429999999997,48.194299999999956,-16.80077824250369,119,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomclean_ind_def_top1,backtrader,10000.0,8.0,40,40,25,13176.078399999999,31.760783999999976,-15.099970157355536,64,2,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomclean_ind_def_top2,backtrader,10000.0,8.0,72,71,47,15139.530800000002,51.39530800000003,-17.012218169032657,95,4,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomclean_ind_def_top3,backtrader,10000.0,8.0,96,93,59,14501.843599999997,45.01843599999997,-17.01299486456068,111,5,40,2025-10-24,2026-08-21
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomclean_ind_prox_top1,backtrader,10000.0,8.0,40,39,24,12886.7652,28.86765199999999,-19.358220209093613,66,3,40,2025-10-24,2026-08-21
